"","RegionID","RegionName","CountyName","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
"24",62022,11211,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.571428571429,546.5,572.846153846154,682.833333333333,793,900.583333333333,991.166666666667,1045.8
"25",62093,11385,"Queens",NA,NA,NA,NA,NA,NA,NA,223.5,258.583333333333,297.083333333333,355.25,355.916666666667,347.666666666667,322.666666666667,320.583333333333,304.75,302.615384615385,309.583333333333,334.75,354.75,405.5,447.2
"26",61797,10457,"Bronx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.2,212.666666666667,198.076923076923,191.5,197.5,211.333333333333,239.916666666667,253
"27",62048,11238,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.428571428571,513.083333333333,520.538461538462,610.333333333333,725.833333333333,844.083333333333,966,975.2
"28",62084,11372,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.125,345.083333333333,336.75,338.615384615385,348.5,362.5,402.416666666667,448.583333333333,498.8
"29",62043,11233,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.285714285714,284.833333333333,280.692307692308,322.416666666667,407.5,474.25,555.5,603
"30",62034,11223,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,354.285714285714,361.416666666667,412.083333333333,413.25,402.666666666667,389.75,397.75,407.5,408.692307692308,430.583333333333,462.75,513.666666666667,558.75,602.8
"31",61635,10021,"New York",NA,NA,NA,NA,NA,NA,NA,NA,933.75,948.833333333333,1086.33333333333,1148.41666666667,1230.91666666667,1084.91666666667,1009.33333333333,1057.41666666667,1074.07692307692,1150.08333333333,1250.16666666667,1294.66666666667,1396,1409.2
"32",62019,11208,"Kings",NA,NA,NA,NA,NA,NA,NA,161,207.833333333333,245.25,301.166666666667,324,322.666666666667,269.25,250.916666666667,238.5,229.307692307692,228.916666666667,257,286.333333333333,296.583333333333,329.4
"33",62015,11204,"Kings",NA,NA,NA,NA,NA,NA,NA,233,288.5,301.75,353.25,352.833333333333,353,345.25,366.416666666667,365.916666666667,367.153846153846,394.333333333333,430.416666666667,466.666666666667,499.5,542.4
"34",61646,10032,"New York",NA,NA,197.25,219.416666666667,275.416666666667,289.75,282,NA,344.75,359.583333333333,418.25,465.083333333333,476.916666666667,433.333333333333,445.75,463.666666666667,446.692307692308,476.416666666667,520.833333333333,587.833333333333,701.083333333333,747.8
"35",62030,11219,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.571428571429,346.75,352.461538461538,381.583333333333,406.083333333333,441.583333333333,483.5,545
"36",62036,11225,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.285714285714,313.5,335.153846153846,383.916666666667,455.833333333333,538.25,597.083333333333,619.6
"37",62024,11213,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.857142857143,270.083333333333,287.538461538462,328.25,351.333333333333,425.083333333333,491.416666666667,542.4
"38",62080,11368,"Queens",NA,NA,NA,NA,NA,NA,NA,268.5,305,310.5,369.416666666667,388.916666666667,391.416666666667,369.166666666667,380.416666666667,369.083333333333,358,368.5,418.916666666667,457.333333333333,513,566.4
"39",62014,11203,"Kings",NA,NA,NA,NA,NA,NA,NA,165,203.416666666667,228.833333333333,283.5,300.916666666667,290.916666666667,254.916666666667,243.916666666667,236.666666666667,232.384615384615,240.166666666667,249.166666666667,265.666666666667,295.5,323.6
"40",61645,10031,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,518.833333333333,493.5,461.833333333333,474.75,506.25,506.692307692308,543.833333333333,591.333333333333,650.75,780.666666666667,831.2
"41",61628,10014,"New York",NA,NA,NA,NA,NA,NA,NA,NA,1048.5,1127.41666666667,1290.16666666667,1300.66666666667,1426.83333333333,1272.33333333333,1112.75,1172.25,1243.53846153846,1460.25,1660.58333333333,1735.16666666667,1852.83333333333,1880.4
"42",62027,11216,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.142857142857,373.166666666667,393.769230769231,480,602.833333333333,730.333333333333,830.666666666667,868.6
"43",62066,11354,"Queens",NA,NA,NA,NA,NA,NA,NA,296.5,323.083333333333,313.666666666667,347.5,340.583333333333,364.75,380.916666666667,408.833333333333,394,397.307692307692,408.666666666667,450.75,476.75,535.333333333333,582.6
"44",62086,11374,"Queens",NA,NA,NA,NA,NA,NA,NA,264.5,303.333333333333,303,354.333333333333,350.416666666667,355.583333333333,364.083333333333,388.166666666667,363.333333333333,364.384615384615,376.833333333333,402,449.25,481.583333333333,525.2
"45",61647,10033,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.666666666667,439.75,424.230769230769,442.5,482.333333333333,541.416666666667,646.083333333333,699
"46",62021,11210,"Kings",NA,NA,NA,NA,NA,NA,NA,241,289,316.416666666667,363.666666666667,363.833333333333,358.583333333333,328.666666666667,312.166666666667,314,313.846153846154,329.166666666667,354,395.833333333333,433.083333333333,476.4
"47",62120,11434,"Queens",NA,NA,NA,NA,NA,NA,NA,188.5,220.416666666667,261.666666666667,319,339.5,317,277.166666666667,271.5,244.583333333333,246.307692307692,257.083333333333,268.916666666667,279.25,309.083333333333,331.2
"48",62035,11224,"Kings",NA,NA,NA,NA,NA,NA,NA,204,252.5,253.833333333333,298.416666666667,303.666666666667,301.833333333333,348.25,321.833333333333,321.083333333333,337.384615384615,348,329.416666666667,348.25,385,418.4
"49",61782,10306,"Richmond",120.333333333333,118.666666666667,125.916666666667,135.166666666667,156.416666666667,178.833333333333,198.25,225.166666666667,254.916666666667,288.333333333333,316.75,318.5,303.083333333333,292.666666666667,280.333333333333,272.833333333333,268.923076923077,273.583333333333,279.666666666667,290.083333333333,310.666666666667,335.4
"50",62179,11691,"Queens",NA,NA,NA,NA,NA,NA,NA,177.5,207,226.916666666667,269.166666666667,280.416666666667,277.916666666667,266.666666666667,265.5,252.25,242,241.166666666667,236.333333333333,238,252.25,278.6
"51",61788,10312,"Richmond",108.222222222222,106.416666666667,111.583333333333,120.25,140.333333333333,159.25,177.166666666667,199.916666666667,224.5,256.75,280.166666666667,278.416666666667,266.25,258.416666666667,250.666666666667,245.5,242.538461538462,245.75,255.75,263.25,278,298.2
"52",62118,11432,"Queens",NA,NA,NA,NA,NA,NA,NA,242,277.916666666667,325.333333333333,402.166666666667,407.083333333333,388.75,341,347.083333333333,327.166666666667,329.461538461538,342.75,364.416666666667,386.5,429.75,459
"53",399545,10065,"New York",NA,NA,NA,NA,NA,NA,NA,NA,960.333333333333,1000.91666666667,1184.83333333333,1239,1308.66666666667,1188.41666666667,1079.33333333333,1154.41666666667,1197.53846153846,1300.33333333333,1480.75,1498.91666666667,1647,1591.2
"54",62033,11222,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.285714285714,561.083333333333,596.307692307692,715.333333333333,849.166666666667,960.75,1065.41666666667,1085.4
"55",61799,10459,"Bronx",NA,NA,NA,NA,102.2,98.5833333333333,93,101.25,136.75,143.5,177.333333333333,210.833333333333,218.583333333333,216.833333333333,223.083333333333,211.333333333333,189.846153846154,196.5,200.666666666667,184,196.666666666667,211.2
"56",62121,11435,"Queens",NA,NA,NA,NA,NA,NA,NA,205.5,237.583333333333,281.75,352.75,367.5,353.25,298,282.333333333333,266.25,260.307692307692,272.333333333333,293.666666666667,307.916666666667,346.75,371.2
"57",61648,10034,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.555555555556,443.583333333333,414.230769230769,462.333333333333,516,511,638.666666666667,677.2
"58",62016,11205,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.571428571429,400.5,408.538461538462,459.666666666667,488.666666666667,543.166666666667,660.75,707.2
"59",61640,10026,"New York",NA,NA,NA,NA,NA,NA,NA,NA,527.333333333333,547.916666666667,675.083333333333,682.666666666667,728.333333333333,631,635.083333333333,624.833333333333,633.615384615385,696,796.666666666667,894.666666666667,1020.83333333333,1037.6
"60",62028,11217,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.428571428571,622.75,645.384615384615,731.416666666667,859,960,1035,1087.2
"61",62047,11237,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.285714285714,353.083333333333,395.923076923077,458.416666666667,549.583333333333,678.333333333333,779.833333333333,828.2
"62",62077,11365,"Queens",NA,NA,NA,NA,NA,NA,NA,276,317.083333333333,359.666666666667,425.583333333333,412.5,406.75,387.75,394.75,380,378.384615384615,390.583333333333,424.25,449.75,495.166666666667,525.8
"63",62006,11103,"Queens",NA,NA,NA,NA,NA,NA,NA,266,306.583333333333,343.5,413.083333333333,405.5,414,410.666666666667,417,400.166666666667,399,414.583333333333,477.75,511.5,592.75,699.6
"64",62079,11367,"Queens",NA,NA,NA,NA,NA,NA,NA,252.5,291.5,301.333333333333,358,344.166666666667,340.083333333333,332.5,345.083333333333,332.583333333333,338.153846153846,351.166666666667,375.5,406.083333333333,435,484.6
"65",61649,10035,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.777777777778,660.5,582.416666666667,616.083333333333,599.25,605.923076923077,641.583333333333,720.833333333333,785.25,908.416666666667,974.4
"66",399546,10075,"New York",NA,NA,NA,NA,NA,NA,NA,NA,946,959.666666666667,1111.33333333333,1165.16666666667,1226.5,1092.91666666667,1019,1055.83333333333,1102.84615384615,1194.58333333333,1293.25,1315.41666666667,1381.91666666667,1391.2
"67",62041,11231,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,467.428571428571,461,517.75,564.5,575.333333333333,586.916666666667,604.416666666667,637.333333333333,657.461538461538,728.333333333333,857.333333333333,962.25,1023.25,1065.4
"68",61777,10301,"Richmond",108.444444444444,110.166666666667,119.5,133,148.833333333333,163.666666666667,182.25,209.333333333333,239.75,274.5,293.25,308.583333333333,290.166666666667,278.833333333333,265.166666666667,254.416666666667,251,255.5,266.333333333333,275.75,296.583333333333,320
"69",61615,10001,"New York",NA,NA,NA,NA,NA,NA,NA,NA,789.9,942.25,1110.75,1149.5,1223.91666666667,1117.75,1063.58333333333,1105.5,1179.30769230769,1348,1537,1617.16666666667,1704,1693.4
"70",61780,10304,"Richmond",102.111111111111,100.916666666667,107.833333333333,118.833333333333,134.083333333333,148.666666666667,167.583333333333,187.416666666667,213.25,249.166666666667,275.5,288.833333333333,273.75,264.083333333333,251,240.166666666667,232.307692307692,239.833333333333,246.833333333333,257.416666666667,278,308.6
"71",62058,11249,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.857142857143,638.5,662.230769230769,778.75,950.083333333333,1022.58333333333,1108.66666666667,1121.2
"72",61781,10305,"Richmond",106.888888888889,104.833333333333,109.833333333333,116.166666666667,134.083333333333,151.666666666667,175.083333333333,199.25,226.583333333333,263.333333333333,289.916666666667,291.416666666667,275.583333333333,271.416666666667,255.166666666667,245.083333333333,239.923076923077,242.833333333333,251.25,264.583333333333,289.333333333333,315.4
"73",62069,11357,"Queens",NA,NA,NA,NA,NA,NA,NA,292.5,340.5,400.916666666667,463.083333333333,450.5,443.75,415.166666666667,416.5,402.416666666667,398.692307692308,411.5,450.416666666667,472.25,512.916666666667,551
"74",62008,11105,"Queens",NA,NA,NA,NA,NA,NA,NA,253.5,290.916666666667,331.333333333333,394.416666666667,388.083333333333,389.083333333333,378.416666666667,369.5,371.083333333333,376.846153846154,392.75,432.583333333333,471.333333333333,520.166666666667,574
"75",62076,11364,"Queens",NA,NA,NA,NA,NA,NA,NA,294.5,344.916666666667,404.833333333333,472.25,459.916666666667,448.416666666667,425.416666666667,419,407.083333333333,398.615384615385,414.916666666667,454.416666666667,476.166666666667,526.583333333333,570
"76",62007,11104,"Queens",NA,NA,NA,NA,NA,NA,NA,303.5,326.5,284.333333333333,357.833333333333,359.166666666667,364.583333333333,414,440.416666666667,398.75,380.384615384615,406.5,441.25,485.833333333333,544.25,634.4
"77",62070,11358,"Queens",NA,NA,NA,NA,NA,NA,NA,264.5,314.916666666667,365.25,417.5,406.916666666667,400,376.75,381.333333333333,369.75,365.923076923077,380.75,421.75,440.25,483,518.2
"78",61644,10030,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.666666666667,553.166666666667,502.5,509.416666666667,509.25,498.230769230769,539.75,555.666666666667,598.583333333333,729.333333333333,790.2
"79",61653,10039,"New York",NA,NA,NA,NA,NA,NA,NA,NA,362.666666666667,337.833333333333,362.333333333333,471.083333333333,542.833333333333,508.75,493.25,499.833333333333,495.153846153846,538.666666666667,563.25,614.583333333333,750.25,793.4
"80",62038,11228,"Kings",NA,NA,NA,NA,NA,NA,NA,267,331.166666666667,379.25,430.75,414.416666666667,400.666666666667,379,397.25,399.916666666667,397,426.833333333333,463.75,509.166666666667,551.25,591
"81",61652,10038,"New York",NA,NA,NA,NA,NA,NA,NA,NA,720.2,815.083333333333,937.916666666667,948.25,998,926.083333333333,910.5,916.833333333333,941.769230769231,1021.91666666667,1135.25,1227.25,1316.33333333333,1320.2
"82",62090,11379,"Queens",NA,NA,NA,NA,NA,NA,NA,245,285.583333333333,325.833333333333,385.25,391.75,385.666666666667,357,352.333333333333,342.75,342.076923076923,351.916666666667,383.25,408.25,451.75,484.6
"83",62099,11413,"Queens",NA,NA,NA,NA,NA,NA,NA,182,213.666666666667,255.666666666667,312.916666666667,330.5,307.916666666667,266.5,266.083333333333,246.916666666667,243.230769230769,252.833333333333,259.166666666667,267.75,294.583333333333,312.2
"84",62106,11420,"Queens",NA,NA,NA,NA,NA,NA,NA,210.5,250.083333333333,301.916666666667,372.666666666667,396.333333333333,357,290.333333333333,279.75,267.166666666667,274.384615384615,282,300.916666666667,314.5,343.5,365
"85",62100,11414,"Queens",NA,NA,NA,NA,NA,NA,NA,235,265.75,296.916666666667,344.916666666667,335,324.416666666667,302.5,307.333333333333,284.916666666667,277.615384615385,270,271,277.833333333333,299.166666666667,318.8
"86",61785,10309,"Richmond",98.4444444444444,102.5,108.25,115.666666666667,133.5,152.5,167.416666666667,188.666666666667,213.25,243.5,264.5,261,251.75,244.916666666667,238,232.916666666667,228.769230769231,233.166666666667,241.333333333333,248.416666666667,261.833333333333,278.6
"87",62098,11412,"Queens",NA,NA,NA,NA,NA,NA,NA,167,199,236.75,292.333333333333,305.166666666667,285.5,249.916666666667,251.333333333333,232.083333333333,226.769230769231,238.166666666667,246.333333333333,249.5,277.083333333333,296.4
"88",62073,11361,"Queens",NA,NA,NA,NA,NA,NA,NA,286.5,336.416666666667,394.25,460.166666666667,451.25,446.083333333333,412.833333333333,413.666666666667,405.5,401.846153846154,411.833333333333,452.333333333333,472.666666666667,519.75,559.2
"89",62107,11421,"Queens",NA,NA,NA,NA,NA,NA,NA,196,231.75,279.75,340.083333333333,344.916666666667,317.833333333333,264.833333333333,265.416666666667,254.25,252.384615384615,263.166666666667,284.416666666667,299.416666666667,336.833333333333,366.6
"90",62089,11378,"Queens",NA,NA,NA,NA,NA,NA,NA,232,277.25,322.083333333333,381.25,384.666666666667,390.5,356.583333333333,340.166666666667,329.666666666667,324.692307692308,332.5,363.25,389.333333333333,439.416666666667,472.8
"91",62105,11419,"Queens",NA,NA,NA,NA,NA,NA,NA,208.5,243.75,289.583333333333,355.833333333333,373.25,336.25,276.166666666667,268.75,260.333333333333,257.230769230769,263.916666666667,286.25,296,329.75,356.6
"92",62119,11433,"Queens",NA,NA,NA,NA,NA,NA,NA,181,219.166666666667,260.666666666667,327.583333333333,356.5,331.583333333333,292.166666666667,273.5,245.5,248.076923076923,252.083333333333,267.916666666667,276.75,314.083333333333,338.6
"93",61784,10308,"Richmond",117,118.416666666667,123.583333333333,131.5,155.5,177.416666666667,199,224.916666666667,253.75,288.166666666667,317.916666666667,311.416666666667,294.083333333333,285.583333333333,278.416666666667,273.25,268.692307692308,272.5,281.416666666667,290.083333333333,308.416666666667,330
"94",62104,11418,"Queens",NA,NA,NA,NA,NA,NA,NA,207.5,242.25,272,333.916666666667,341.416666666667,322.5,280.666666666667,276.833333333333,271.75,267.076923076923,273.833333333333,295.666666666667,306.083333333333,331.083333333333,359.6
"95",62101,11415,"Queens",NA,NA,NA,NA,NA,NA,NA,248,286.833333333333,290.166666666667,353.25,355.333333333333,351.416666666667,350.666666666667,330.083333333333,310.833333333333,319.692307692308,333.166666666667,353.166666666667,354.25,365,387.4
"96",62109,11423,"Queens",NA,NA,NA,NA,NA,NA,NA,193,228.416666666667,269.666666666667,328.166666666667,341.083333333333,323.25,279.833333333333,290.833333333333,270.25,270.384615384615,281.25,298.083333333333,307.916666666667,337.833333333333,360.8
"97",62081,11369,"Queens",NA,NA,NA,NA,NA,NA,NA,204,245,290.583333333333,361.75,377.75,351.5,304.916666666667,289.166666666667,276.75,272.538461538462,282.75,315.166666666667,341.25,382.666666666667,414.2
"98",61786,10310,"Richmond",104.111111111111,103,106.833333333333,116.333333333333,134.666666666667,155.083333333333,173.583333333333,197.916666666667,219,261.166666666667,289.5,292.583333333333,275.666666666667,265.833333333333,252.75,244.833333333333,238.846153846154,245.5,256.666666666667,268.583333333333,284.75,308.4
"99",61779,10303,"Richmond",85.4444444444444,85.3333333333333,89.3333333333333,92.5833333333333,106.583333333333,122.75,139.583333333333,158.75,179.166666666667,205.5,234.333333333333,244.833333333333,235.5,220.833333333333,211.083333333333,199.583333333333,192.615384615385,194.5,201.666666666667,204.666666666667,227.5,252.2
"100",62182,11694,"Queens",NA,NA,NA,NA,NA,NA,NA,303,320.083333333333,344.166666666667,401.083333333333,401.666666666667,394,385.333333333333,374.25,344.083333333333,341.846153846154,327.333333333333,321.5,326.666666666667,368.25,396.8
"101",62108,11422,"Queens",NA,NA,NA,NA,NA,NA,NA,198,233,274.666666666667,339.166666666667,360,330.666666666667,285.666666666667,282.25,262.333333333333,257.923076923077,265.75,278.333333333333,283.083333333333,314.666666666667,332.6
"102",62042,11232,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,407.571428571429,358.916666666667,416.583333333333,430.25,457.416666666667,458.833333333333,458.416666666667,476.666666666667,453.384615384615,476,531.166666666667,620.583333333333,661.166666666667,736.4
"103",62103,11417,"Queens",NA,NA,NA,NA,NA,NA,NA,216,252.583333333333,303.916666666667,361.666666666667,372.416666666667,341.416666666667,292.75,291.833333333333,281.583333333333,276.615384615385,282.25,305.75,322.25,346.333333333333,370.6
"104",62113,11427,"Queens",NA,NA,NA,NA,NA,NA,NA,237,276.333333333333,325.25,384,381.75,361.583333333333,322.583333333333,324.416666666667,302.5,298.923076923077,320.916666666667,342.166666666667,347.166666666667,377.583333333333,403.4
"105",62180,11692,"Queens",NA,NA,NA,NA,NA,NA,NA,156,185,214.583333333333,258.333333333333,280.333333333333,261.666666666667,249,259.333333333333,220.25,211,223.5,213.166666666667,218.083333333333,242.166666666667,266.4
"106",62082,11370,"Queens",NA,NA,NA,NA,NA,NA,NA,279,300.75,269.916666666667,318.75,317.166666666667,308.75,369.333333333333,365.5,346.333333333333,344.076923076923,347.166666666667,369.083333333333,426.333333333333,483.916666666667,535.8
"107",62068,11356,"Queens",NA,NA,NA,NA,NA,NA,NA,240,273.833333333333,316.166666666667,384.416666666667,372.833333333333,369.5,342.25,349.666666666667,340.083333333333,333.615384615385,339.916666666667,370.833333333333,400.75,453.666666666667,492.4
"108",62115,11429,"Queens",NA,NA,NA,NA,NA,NA,NA,186.5,212.916666666667,256,312.166666666667,326.583333333333,311.75,264.833333333333,268,244.583333333333,242.384615384615,250.416666666667,263.833333333333,276,303.333333333333,321.8
"109",62074,11362,"Queens",NA,NA,NA,NA,NA,NA,NA,299.5,342.5,395.75,465.583333333333,448.583333333333,439.416666666667,417.166666666667,427.416666666667,409,402.538461538462,414.5,442.916666666667,461,503,532.4
"110",62097,11411,"Queens",NA,NA,NA,NA,NA,NA,NA,209.5,243.333333333333,287.083333333333,349,367.833333333333,339.666666666667,298.833333333333,299.583333333333,277.666666666667,268,273.083333333333,283.75,292.416666666667,320.5,338.6
"111",61810,10470,"Bronx",NA,NA,NA,NA,NA,NA,NA,NA,222.6,213.833333333333,252.666666666667,258.583333333333,246.166666666667,223.833333333333,206.5,210.416666666667,208.615384615385,205.083333333333,212.333333333333,228.666666666667,241.083333333333,247.6
"112",62112,11426,"Queens",NA,NA,NA,NA,NA,NA,NA,244.5,288.833333333333,341.333333333333,403.333333333333,394.25,362.833333333333,325.416666666667,331.416666666667,325.166666666667,318.923076923077,329.083333333333,349.666666666667,356,387,419.2
"113",61619,10005,"New York",NA,NA,NA,NA,NA,NA,NA,NA,848.25,840.083333333333,910,955.083333333333,1050,1052.58333333333,970.583333333333,979.75,994.384615384615,1038.16666666667,1110.66666666667,1202,1339.5,1343.4
"114",61632,10018,"New York",NA,NA,NA,NA,NA,NA,NA,NA,809.2,883.083333333333,1051,1184,1209.25,1139.5,1100.66666666667,1155,1277,1390.75,1514.33333333333,1732.91666666667,1770.5,1673.2
"115",61778,10302,"Richmond",92.3333333333333,92.5,100.083333333333,105.25,121.333333333333,140.166666666667,163,186.666666666667,205.583333333333,239,268.916666666667,278.833333333333,258.416666666667,245.25,230.833333333333,218.833333333333,215.538461538462,221.916666666667,234.333333333333,242.833333333333,260,289.2
"116",62114,11428,"Queens",NA,NA,NA,NA,NA,NA,NA,214.5,253.25,300.666666666667,365.416666666667,365.583333333333,336.666666666667,295.916666666667,295.333333333333,278.583333333333,271.615384615385,286.666666666667,307.333333333333,314.75,340.333333333333,365.8
"117",62181,11693,"Queens",NA,NA,NA,NA,NA,NA,NA,225.5,242.916666666667,261.75,311.333333333333,310.916666666667,303.75,314,298.583333333333,252.75,253.461538461538,279.333333333333,263.666666666667,259.916666666667,275.333333333333,307.4
