"","RegionID","RegionName","CountyName","pct_1","CAGR_2","CAGR_3","CAGR_5","CAGR_10","CAGR_15","CAGR_20"
"1",61639,10025,"New York",10.278940027894,7.83293178092948,8.65793474340102,8.43620817857698,4.05307826678691,NA,NA
"2",61637,10023,"New York",9.05213536113136,7.65101234087522,8.56061737215317,7.64117241061002,2.98948663485108,NA,NA
"3",61616,10002,"New York",10.2551855895197,9.32889444375133,8.95261536564951,7.53382416230071,4.35471727424004,NA,NA
"4",62037,11226,"Kings",13.6587211502081,13.3879938511248,11.9248100259517,9.12766898693478,5.05536142721581,NA,NA
"5",62087,11375,"Queens",8.64864864864865,6.08766740697535,6.37180500131596,5.31381771166117,2.00092844963551,NA,NA
"6",62045,11235,"Kings",6.40712290502794,7.79884525858727,6.23913681230237,4.05674965965037,2.87648150088218,NA,NA
"7",61623,10009,"New York",12.3275628888288,11.2596815783414,9.71092760666268,7.89174037679943,3.8535951920931,NA,NA
"8",61643,10029,"New York",12.3606398448861,5.88232132989437,7.82649960009807,6.13939476783769,3.81123352723192,NA,NA
"9",61703,10128,"New York",11.2720793306477,7.2490673943379,8.00888155749444,6.33472979134064,3.28018481534353,NA,NA
"10",61802,10462,"Bronx",10.2291783119061,4.06351290047995,5.3409610006677,2.09278021653354,NA,NA,NA
"11",61796,10456,"Bronx",9.36442271530651,5.11247413530416,4.19113647874982,1.66915316640524,NA,NA,NA
"12",62017,11206,"Kings",-5.6503198294243,3.08637714430433,5.85125431026203,4.61720462739077,3.9700288907885,NA,NA
"13",62012,11201,"Kings",7.86846275752773,10.7427828978664,12.4249695156479,11.0761462342264,NA,NA,NA
"14",62023,11212,"Kings",7.790588968526,6.95088622116258,5.12933302664338,3.31889532924527,-0.304186307958809,NA,NA
"15",61638,10024,"New York",8.04597701149426,6.14038920866875,7.2143357658869,6.96055078412499,3.19228017187598,NA,NA
"16",62025,11214,"Kings",9.20433996383363,8.50910097833155,8.08990934746163,5.98446680469671,2.90327536304962,NA,NA
"17",62088,11377,"Queens",13.7059876666003,10.5509362902284,10.2101131740095,6.40325453907711,2.45038978309335,NA,NA
"18",62044,11234,"Kings",5.9248891999067,5.01046456792413,4.99720327055042,2.99004494794013,0.0154281903276487,NA,NA
"19",62018,11207,"Kings",3.48412475414444,6.48608225625409,8.03307072562887,3.69459065009712,1.14094124994919,NA,NA
"20",62067,11355,"Queens",12.4188896899784,8.36766639693005,8.62618982648036,6.26881209822541,4.94252306643652,NA,NA
"21",61790,10314,"Richmond",6.73443456162643,5.21806022586415,5.00596161440445,3.00970808347207,0.0807143029713187,4.25653958217036,5.24213811286893
"22",62026,11215,"Kings",7.25011106175033,8.25625836748724,10.8378696820553,10.2011090446765,7.23880412961968,NA,NA
"23",62032,11221,"Kings",14.6960938868453,17.6835068453432,22.7885498477167,20.0593181640821,NA,NA,NA
"24",62022,11211,"Kings",10.0582955491811,11.798699179791,13.2254333429906,12.6448404870626,NA,NA,NA
"25",62093,11385,"Queens",14.3058491895701,10.0614262601151,9.4135465348459,5.87890199494205,1.33178131454306,NA,NA
"26",61797,10457,"Bronx",13.5252365930599,10.2165111264847,7.80292554279745,2.44062016198627,NA,NA,NA
"27",62048,11238,"Kings",14.4436765722184,15.3639476323432,16.5386578952361,13.4900647452583,NA,NA,NA
"28",62084,11372,"Queens",11.4723545247463,11.2416857283193,8.77943124714993,5.90271786065391,NA,NA,NA
"29",62043,11233,"Kings",17.1323141802847,16.755735792683,19.8824269866179,14.2927415204841,NA,NA,NA
"30",62034,11223,"Kings",8.77676833225178,9.88427683238255,9.07371540816007,6.51676905152461,3.09159255133153,NA,NA
"31",61635,10021,"New York",7.826982492276,5.67171396286277,6.67239259490904,5.71286750194508,2.53974456782797,NA,NA
"32",62019,11208,"Kings",3.57974388824214,7.42535791282146,9.01588284553285,4.45558645545265,-0.153238326413718,NA,NA
"33",62015,11204,"Kings",7.03571428571428,7.72666281797365,8.19918783601179,6.42181471941301,3.52502217597435,NA,NA
"34",61646,10032,"New York",19.2656648709952,16.0206878104073,13.7437560834472,8.62073908372178,5.30121186652848,6.06768248494252,NA
"35",62030,11219,"Kings",9.49235704849971,9.11655762512917,8.21040612147157,6.87496899245146,NA,NA,NA
"36",62036,11225,"Kings",10.9304845951386,14.44964085791,15.8597696815632,13.7521151141562,NA,NA,NA
"37",62024,11213,"Kings",15.6047833758087,18.2674581229084,14.3971089257102,12.7172590176437,NA,NA,NA
"38",62080,11368,"Queens",12.1720116618076,10.6610694401422,11.6588860801486,6.80672195459093,3.33800856959321,NA,NA
"39",62014,11203,"Kings",11.2296110414053,8.9014773663574,7.15561131669837,4.54038092345148,0.415427655069034,NA,NA
"40",61645,10031,"New York",19.9641439364835,14.8991028387317,12.8062782052246,9.04860643215144,4.04725649136894,NA,NA
"41",61628,10014,"New York",6.78128902122754,5.63013631914249,8.26042145494053,9.58805594762608,3.68574531546526,NA,NA
"42",62027,11216,"Kings",13.7380191693291,17.3855833260419,20.059127240228,17.3558620681514,NA,NA,NA
"43",62066,11354,"Queens",12.288061527705,8.97936559774126,9.41705554989005,6.32260602989394,4.41597490471966,NA,NA
"44",62086,11374,"Queens",7.19718048599518,9.45174694261113,8.51939873112149,5.79697274123476,3.11597293768358,NA,NA
"45",61647,10033,"New York",19.3319993843313,15.7365762387793,13.4466704528247,7.99820516577943,NA,NA,NA
"46",62021,11210,"Kings",9.41052631578947,10.6073798037152,9.57678156383395,6.64202041845463,1.76227265199567,NA,NA
