"","ZIPCODE","POPULATION","AREA","COUNTY","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","density"
"234","11413",39349,86208498.5890682,"Queens",NA,NA,NA,NA,NA,NA,NA,182,213.666666666667,255.666666666667,312.916666666667,330.5,307.916666666667,266.5,266.083333333333,246.916666666667,243.230769230769,252.833333333333,259.166666666667,267.75,294.583333333333,312.2,4.56
"180","11217",36615,21648157.7960373,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.428571428571,622.75,645.384615384615,731.416666666667,859,960,1035,1087.2,16.91
"201","11238",46664,29429423.4614794,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.428571428571,513.083333333333,520.538461538462,610.333333333333,725.833333333333,844.083333333333,966,975.2,15.86
"194","11231",33144,39379691.7940637,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,467.428571428571,461,517.75,564.5,575.333333333333,586.916666666667,604.416666666667,637.333333333333,657.461538461538,728.333333333333,857.333333333333,962.25,1023.25,1065.4,8.42
"243","11422",30139,60120657.2055391,"Queens",NA,NA,NA,NA,NA,NA,NA,198,233,274.666666666667,339.166666666667,360,330.666666666667,285.666666666667,282.25,262.333333333333,257.923076923077,265.75,278.333333333333,283.083333333333,314.666666666667,332.6,5.01
"241","11420",44538,61879568.3727771,"Queens",NA,NA,NA,NA,NA,NA,NA,210.5,250.083333333333,301.916666666667,372.666666666667,396.333333333333,357,290.333333333333,279.75,267.166666666667,274.384615384615,282,300.916666666667,314.5,343.5,365,7.2
"238","11417",28562,31099087.1079081,"Queens",NA,NA,NA,NA,NA,NA,NA,216,252.583333333333,303.916666666667,361.666666666667,372.416666666667,341.416666666667,292.75,291.833333333333,281.583333333333,276.615384615385,282.25,305.75,322.25,346.333333333333,370.6,9.18
"178","11215",63272,61922821.7461638,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,462,441.916666666667,500.083333333333,523,558.416666666667,549.083333333333,580.333333333333,618.916666666667,642.923076923077,738.75,858.333333333333,937.916666666667,1005.91666666667,1051.6,10.22
"193","11231",33144,701979.38531194,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,467.428571428571,461,517.75,564.5,575.333333333333,586.916666666667,604.416666666667,637.333333333333,657.461538461538,728.333333333333,857.333333333333,962.25,1023.25,1065.4,472.15
"195","11232",29521,55879065.1502698,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,407.571428571429,358.916666666667,416.583333333333,430.25,457.416666666667,458.833333333333,458.416666666667,476.666666666667,453.384615384615,476,531.166666666667,620.583333333333,661.166666666667,736.4,5.28
"249","11430",16,199913664.288603,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"166","11203",78060,60644835.4561565,"Kings",NA,NA,NA,NA,NA,NA,NA,165,203.416666666667,228.833333333333,283.5,300.916666666667,290.916666666667,254.916666666667,243.916666666667,236.666666666667,232.384615384615,240.166666666667,249.166666666667,265.666666666667,295.5,323.6,12.87
"202","11239",12562,41794660.7671967,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01
"199","11236",94480,96373991.6201046,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8
"183","11220",97257,47453785.7906374,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5
"112","10301",40438,105182712.649568,"Richmond",108.444444444444,110.166666666667,119.5,133,148.833333333333,163.666666666667,182.25,209.333333333333,239.75,274.5,293.25,308.583333333333,290.166666666667,278.833333333333,265.166666666667,254.416666666667,251,255.5,266.333333333333,275.75,296.583333333333,320,3.84
"114","10303",27048,81629773.5174369,"Richmond",85.4444444444444,85.3333333333333,89.3333333333333,92.5833333333333,106.583333333333,122.75,139.583333333333,158.75,179.166666666667,205.5,234.333333333333,244.833333333333,235.5,220.833333333333,211.083333333333,199.583333333333,192.615384615385,194.5,201.666666666667,204.666666666667,227.5,252.2,3.31
"197","11234",85853,206201040.087973,"Kings",NA,NA,NA,NA,NA,NA,NA,226,284.833333333333,318.333333333333,377.833333333333,372.333333333333,358,332.416666666667,326.333333333333,326.583333333333,318.461538461538,326.916666666667,343.166666666667,357.25,378.416666666667,400.2,4.16
"113","10302",18123,29555323.0233747,"Richmond",92.3333333333333,92.5,100.083333333333,105.25,121.333333333333,140.166666666667,163,186.666666666667,205.583333333333,239,268.916666666667,278.833333333333,258.416666666667,245.25,230.833333333333,218.833333333333,215.538461538462,221.916666666667,234.333333333333,242.833333333333,260,289.2,6.13
"261","11693",11052,46471727.1709791,"Queens",NA,NA,NA,NA,NA,NA,NA,225.5,242.916666666667,261.75,311.333333333333,310.916666666667,303.75,314,298.583333333333,252.75,253.461538461538,279.333333333333,263.666666666667,259.916666666667,275.333333333333,307.4,2.38
"172","11209",69255,57842313.9612272,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.97
"115","10304",41502,98226679.797328,"Richmond",102.111111111111,100.916666666667,107.833333333333,118.833333333333,134.083333333333,148.666666666667,167.583333333333,187.416666666667,213.25,249.166666666667,275.5,288.833333333333,273.75,264.083333333333,251,240.166666666667,232.307692307692,239.833333333333,246.833333333333,257.416666666667,278,308.6,4.23
"123","10314",85430,473985727.130054,"Richmond",100.777777777778,101.333333333333,106.5,112.75,131.916666666667,149.833333333333,169,192.666666666667,218.666666666667,254.083333333333,277.75,279,264.666666666667,257,249,241.416666666667,238.615384615385,241.833333333333,252.916666666667,262.333333333333,280,302,1.8
"190","11228",43080,43893024.7317224,"Kings",NA,NA,NA,NA,NA,NA,NA,267,331.166666666667,379.25,430.75,414.416666666667,400.666666666667,379,397.25,399.916666666667,397,426.833333333333,463.75,509.166666666667,551.25,591,9.81
"156","11096",147,1512446.30548939,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97
"116","10305",41746,111441829.317708,"Richmond",106.888888888889,104.833333333333,109.833333333333,116.166666666667,134.083333333333,151.666666666667,175.083333333333,199.25,226.583333333333,263.333333333333,289.916666666667,291.416666666667,275.583333333333,271.416666666667,255.166666666667,245.083333333333,239.923076923077,242.833333333333,251.25,264.583333333333,289.333333333333,315.4,3.75
"191","11229",79608,60119326.1442695,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24
"177","11214",89061,61096539.3891465,"Kings",NA,NA,NA,NA,NA,NA,NA,249,312.666666666667,335.916666666667,378,356,350.833333333333,345.25,374.25,376.333333333333,377.307692307692,398.5,427.416666666667,460.833333333333,503.25,543.8,14.58
"256","11691",60267,83927815.1123475,"Queens",NA,NA,NA,NA,NA,NA,NA,177.5,207,226.916666666667,269.166666666667,280.416666666667,277.916666666667,266.666666666667,265.5,252.25,242,241.166666666667,236.333333333333,238,252.25,278.6,7.18
"157","11096",147,111973.73396184,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13
"186","11223",79864,58702923.4662996,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,354.285714285714,361.416666666667,412.083333333333,413.25,402.666666666667,389.75,397.75,407.5,408.692307692308,430.583333333333,462.75,513.666666666667,558.75,602.8,13.6
"260","11693",11052,1527599.16446935,"Queens",NA,NA,NA,NA,NA,NA,NA,225.5,242.916666666667,261.75,311.333333333333,310.916666666667,303.75,314,298.583333333333,252.75,253.461538461538,279.333333333333,263.666666666667,259.916666666667,275.333333333333,307.4,72.35
"257","11692",18018,23992395.3811918,"Queens",NA,NA,NA,NA,NA,NA,NA,156,185,214.583333333333,258.333333333333,280.333333333333,261.666666666667,249,259.333333333333,220.25,211,223.5,213.166666666667,218.083333333333,242.166666666667,266.4,7.51
"198","11235",76130,69053803.0317134,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,343.142857142857,320.666666666667,382.5,408.75,425.416666666667,416.75,410.5,416.333333333333,417.769230769231,423.583333333333,437.083333333333,477.333333333333,507.916666666667,519,11.02
"259","11693",11052,12270916.5305379,"Queens",NA,NA,NA,NA,NA,NA,NA,225.5,242.916666666667,261.75,311.333333333333,310.916666666667,303.75,314,298.583333333333,252.75,253.461538461538,279.333333333333,263.666666666667,259.916666666667,275.333333333333,307.4,9.01
"117","10306",55602,174102872.04866,"Richmond",120.333333333333,118.666666666667,125.916666666667,135.166666666667,156.416666666667,178.833333333333,198.25,225.166666666667,254.916666666667,288.333333333333,316.75,318.5,303.083333333333,292.666666666667,280.333333333333,272.833333333333,268.923076923077,273.583333333333,279.666666666667,290.083333333333,310.666666666667,335.4,3.19
"262","11694",20163,48101606.6144704,"Queens",NA,NA,NA,NA,NA,NA,NA,303,320.083333333333,344.166666666667,401.083333333333,401.666666666667,394,385.333333333333,374.25,344.083333333333,341.846153846154,327.333333333333,321.5,326.666666666667,368.25,396.8,4.19
"187","11224",49600,46701983.7536391,"Kings",NA,NA,NA,NA,NA,NA,NA,204,252.5,253.833333333333,298.416666666667,303.666666666667,301.833333333333,348.25,321.833333333333,321.083333333333,337.384615384615,348,329.416666666667,348.25,385,418.4,10.62
"119","10308",27612,62751041.8151495,"Richmond",117,118.416666666667,123.583333333333,131.5,155.5,177.416666666667,199,224.916666666667,253.75,288.166666666667,317.916666666667,311.416666666667,294.083333333333,285.583333333333,278.416666666667,273.25,268.692307692308,272.5,281.416666666667,290.083333333333,308.416666666667,330,4.4
"263","11697",4079,59789760.6199218,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"122","10312",58506,169087432.907114,"Richmond",108.222222222222,106.416666666667,111.583333333333,120.25,140.333333333333,159.25,177.166666666667,199.916666666667,224.5,256.75,280.166666666667,278.416666666667,266.25,258.416666666667,250.666666666667,245.5,242.538461538462,245.75,255.75,263.25,278,298.2,3.46
"120","10309",33114,215835793.517094,"Richmond",98.4444444444444,102.5,108.25,115.666666666667,133.5,152.5,167.416666666667,188.666666666667,213.25,243.5,264.5,261,251.75,244.916666666667,238,232.916666666667,228.769230769231,233.166666666667,241.333333333333,248.416666666667,261.833333333333,278.6,1.53
"118","10307",14096,46028382.6297602,"Richmond",113,113.833333333333,119.083333333333,135.083333333333,156.583333333333,173.083333333333,190.666666666667,217.833333333333,247.833333333333,272.416666666667,305.583333333333,303.166666666667,285.166666666667,282,274.833333333333,268.25,265.384615384615,265.916666666667,274.583333333333,279.916666666667,296.25,319.2,3.06
"107","10280",3170,2234114.00737477,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,729,820.083333333333,897.75,979.083333333333,892.666666666667,847.166666666667,828.583333333333,859.076923076923,947.166666666667,1007.83333333333,1090.58333333333,1170.25,1199,14.19
"224","11372",66636,20163283.8743202,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.125,345.083333333333,336.75,338.615384615385,348.5,362.5,402.416666666667,448.583333333333,498.8,33.05
"153","11004",11776,22606526.9135699,"Queens",NA,NA,NA,NA,NA,NA,NA,317,364.416666666667,429.666666666667,500.166666666667,479.333333333333,443.75,401.916666666667,417.083333333333,402.5,393.538461538462,411.75,437.416666666667,451.166666666667,476,518,5.21
"155","11040",2349,6269333.411947,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75
"245","11426",20050,49609163.5394305,"Queens",NA,NA,NA,NA,NA,NA,NA,244.5,288.833333333333,341.333333333333,403.333333333333,394.25,362.833333333333,325.416666666667,331.416666666667,325.166666666667,318.923076923077,329.083333333333,349.666666666667,356,387,419.2,4.04
"216","11365",40528,69385865.5947389,"Queens",NA,NA,NA,NA,NA,NA,NA,276,317.083333333333,359.666666666667,425.583333333333,412.5,406.75,387.75,394.75,380,378.384615384615,390.583333333333,424.25,449.75,495.166666666667,525.8,5.84
"152","11001",3944,9155180.26276007,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31
"227","11375",68555,55587771.8344865,"Queens",NA,NA,NA,NA,NA,NA,NA,296,334.25,368.5,439.666666666667,451.666666666667,456.083333333333,460.333333333333,430,413.75,424,445.333333333333,476.25,493.333333333333,536,588,12.33
"246","11427",21942,39435767.4173042,"Queens",NA,NA,NA,NA,NA,NA,NA,237,276.333333333333,325.25,384,381.75,361.583333333333,322.583333333333,324.416666666667,302.5,298.923076923077,320.916666666667,342.166666666667,347.166666666667,377.583333333333,403.4,5.56
"226","11374",42755,25203558.5810222,"Queens",NA,NA,NA,NA,NA,NA,NA,264.5,303.333333333333,303,354.333333333333,350.416666666667,355.583333333333,364.083333333333,388.166666666667,363.333333333333,364.384615384615,376.833333333333,402,449.25,481.583333333333,525.2,16.96
"217","11366",13168,20358592.7502548,"Queens",NA,NA,NA,NA,NA,NA,NA,295,335.666666666667,392.166666666667,463,437.083333333333,415.166666666667,386.75,396.166666666667,391.75,387.307692307692,403.5,434.75,462.333333333333,514.166666666667,548,6.47
"244","11423",30243,45095032.1009242,"Queens",NA,NA,NA,NA,NA,NA,NA,193,228.416666666667,269.666666666667,328.166666666667,341.083333333333,323.25,279.833333333333,290.833333333333,270.25,270.384615384615,281.25,298.083333333333,307.916666666667,337.833333333333,360.8,6.71
"247","11428",18818,21927545.4923289,"Queens",NA,NA,NA,NA,NA,NA,NA,214.5,253.25,300.666666666667,365.416666666667,365.583333333333,336.666666666667,295.916666666667,295.333333333333,278.583333333333,271.615384615385,286.666666666667,307.333333333333,314.75,340.333333333333,365.8,8.58
"250","11432",62075,60177575.6380646,"Queens",NA,NA,NA,NA,NA,NA,NA,242,277.916666666667,325.333333333333,402.166666666667,407.083333333333,388.75,341,347.083333333333,327.166666666667,329.461538461538,342.75,364.416666666667,386.5,429.75,459,10.32
"230","11379",35428,57622817.0453818,"Queens",NA,NA,NA,NA,NA,NA,NA,245,285.583333333333,325.833333333333,385.25,391.75,385.666666666667,357,352.333333333333,342.75,342.076923076923,351.916666666667,383.25,408.25,451.75,484.6,6.15
"248","11429",25116,39559398.2845283,"Queens",NA,NA,NA,NA,NA,NA,NA,186.5,212.916666666667,256,312.166666666667,326.583333333333,311.75,264.833333333333,268,244.583333333333,242.384615384615,250.416666666667,263.833333333333,276,303.333333333333,321.8,6.35
"253","11435",53404,42105899.1565062,"Queens",NA,NA,NA,NA,NA,NA,NA,205.5,237.583333333333,281.75,352.75,367.5,353.25,298,282.333333333333,266.25,260.307692307692,272.333333333333,293.666666666667,307.916666666667,346.75,371.2,12.68
"236","11415",18990,16802279.5094065,"Queens",NA,NA,NA,NA,NA,NA,NA,248,286.833333333333,290.166666666667,353.25,355.333333333333,351.416666666667,350.666666666667,330.083333333333,310.833333333333,319.692307692308,333.166666666667,353.166666666667,354.25,365,387.4,11.3
"239","11418",36607,32025130.9227912,"Queens",NA,NA,NA,NA,NA,NA,NA,207.5,242.25,272,333.916666666667,341.416666666667,322.5,280.666666666667,276.833333333333,271.75,267.076923076923,273.833333333333,295.666666666667,306.083333333333,331.083333333333,359.6,11.43
"251","11433",33679,47739432.5965324,"Queens",NA,NA,NA,NA,NA,NA,NA,181,219.166666666667,260.666666666667,327.583333333333,356.5,331.583333333333,292.166666666667,273.5,245.5,248.076923076923,252.083333333333,267.916666666667,276.75,314.083333333333,338.6,7.05
"255","11451",0,487599.72679456,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"184","11221",80232,38580480.4343075,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.285714285714,218.75,236.538461538462,294.75,394,475.75,545.666666666667,600,20.8
"242","11421",39014,24314441.7639082,"Queens",NA,NA,NA,NA,NA,NA,NA,196,231.75,279.75,340.083333333333,344.916666666667,317.833333333333,264.833333333333,265.416666666667,254.25,252.384615384615,263.166666666667,284.416666666667,299.416666666667,336.833333333333,366.6,16.05
"240","11419",47054,31278858.1025216,"Queens",NA,NA,NA,NA,NA,NA,NA,208.5,243.75,289.583333333333,355.833333333333,373.25,336.25,276.166666666667,268.75,260.333333333333,257.230769230769,263.916666666667,286.25,296,329.75,356.6,15.04
"252","11434",57989,87379704.1578414,"Queens",NA,NA,NA,NA,NA,NA,NA,188.5,220.416666666667,261.666666666667,319,339.5,317,277.166666666667,271.5,244.583333333333,246.307692307692,257.083333333333,268.916666666667,279.25,309.083333333333,331.2,6.64
"179","11216",53862,26478229.2634433,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.142857142857,373.166666666667,393.769230769231,480,602.833333333333,730.333333333333,830.666666666667,868.6,20.34
"237","11416",25423,18854849.8013032,"Queens",NA,NA,NA,NA,NA,NA,NA,205,233.916666666667,262.75,339,354.583333333333,315.333333333333,268.583333333333,270.333333333333,259.5,252.076923076923,260.666666666667,278.5,296.666666666667,332,357.2,13.48
"196","11233",66737,37871693.6822543,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.285714285714,284.833333333333,280.692307692308,322.416666666667,407.5,474.25,555.5,603,17.62
"51","10055",12,37223.53879059,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22
"21","10019",41966,18828383.1167983,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29
"65","10111",0,103066.25326749,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"77","10153",0,80339.64722531,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"78","10154",0,79148.80239471,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"76","10152",0,59924.99827374,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"67","10115",0,71720.1154679,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24","10022",33135,12728335.6230472,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.03
"222","11370",40591,18190205.1866401,"Bronx",NA,NA,NA,NA,NA,NA,NA,279,300.75,269.916666666667,318.75,317.166666666667,308.75,369.333333333333,365.5,346.333333333333,344.076923076923,347.166666666667,369.083333333333,426.333333333333,483.916666666667,535.8,22.31
"52","10065",33459,11442579.5473714,"New York",NA,NA,NA,NA,NA,NA,NA,NA,960.333333333333,1000.91666666667,1184.83333333333,1239,1308.66666666667,1188.41666666667,1079.33333333333,1154.41666666667,1197.53846153846,1300.33333333333,1480.75,1498.91666666667,1647,1591.2,29.24
"54","10075",25203,4809654.27648916,"New York",NA,NA,NA,NA,NA,NA,NA,NA,946,959.666666666667,1111.33333333333,1165.16666666667,1226.5,1092.91666666667,1019,1055.83333333333,1102.84615384615,1194.58333333333,1293.25,1315.41666666667,1381.91666666667,1391.2,52.4
"53","10069",5850,2372365.88905417,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,1056.5,1171.41666666667,1224.25,1281.83333333333,1188.25,1134.75,1203.83333333333,1237.07692307692,1376.08333333333,1529.08333333333,1646.41666666667,1734.08333333333,1708.6,24.66
"108","10281",4017,955857.82189407,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.03
"109","10282",4139,1562844.98744848,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.48
"174","11211",60861,40470881.6712834,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.571428571429,546.5,572.846153846154,682.833333333333,793,900.583333333333,991.166666666667,1045.8,15.04
"225","11373",101282,42654860.3372075,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.74
"106","10279",0,28664.70581259,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"82","10165",0,40779.8152016,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"85","10168",0,27810.12206039,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"61","10105",0,35422.15675474,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68","10118",0,91733.71536502,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"93","10176",0,18289.08973373,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"87","10170",0,61793.17513498,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"66","10112",0,164078.16778045,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"72","10122",0,23294.63810493,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"63","10107",0,23030.17589801,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"59","10103",0,62713.25340641,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"91","10174",0,44203.225551,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"83","10166",0,110438.62316925,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"86","10169",0,66246.34636524,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84","10167",0,80926.18724468,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"94","10177",0,24688.05110227,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"89","10172",0,79589.10010435,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"88","10171",0,23525.08592042,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"102","10270",0,31255.80042657,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"60","10104",0,89721.85254792,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"103","10271",0,49236.87720047,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"64","10110",0,21249.06351801,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"92","10175",0,18685.39452547,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"75","10151",0,21380.26837704,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"90","10173",0,25689.4205866,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"95","10178",0,51303.03763325,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"71","10121",0,115104.79934758,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"73","10123",0,16138.53696529,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"62","10106",0,31052.55279476,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"80","10158",0,35395.77014453,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44","10041",0,162236.64686066,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"70","10120",0,35179.27221883,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"105","10278",0,206705.99517726,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"79","10155",0,24784.68853834,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45","10043",0,38262.36480837,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56","10081",0,30240.50545136,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"57","10096",0,42106.11469036,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"58","10097",0,65826.17797858,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
