"","ZIPCODE","POPULATION","AREA","COUNTY","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","density"
"96","10196",0,32502.4403287,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"97","10196",0,3154.82497313,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"104","10275",0,48280.41500036,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"101","10265",0,17229.15496418,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"47","10045",0,47808.98541408,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"49","10047",0,10149.77968393,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48","10047",0,10149.77968393,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"55","10080",0,77111.44771105,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"98","10203",0,37226.88358199,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"99","10259",0,21064.31295297,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"100","10260",0,52514.73508273,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"110","10285",0,67350.38895987,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"111","10286",0,11264.4123784,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"37","10035",34884,23494871.4647732,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.777777777778,660.5,582.416666666667,616.083333333333,599.25,605.923076923077,641.583333333333,720.833333333333,785.25,908.416666666667,974.4,14.85
"223","11371",0,30558474.9078386,"Queens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"212","11361",28496,50163518.2433512,"Queens",NA,NA,NA,NA,NA,NA,NA,286.5,336.416666666667,394.25,460.166666666667,451.25,446.083333333333,412.833333333333,413.666666666667,405.5,401.846153846154,411.833333333333,452.333333333333,472.666666666667,519.75,559.2,5.68
"39","10036",23543,11395110.509595,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.66
"235","11414",26148,63928824.719027,"Queens",NA,NA,NA,NA,NA,NA,NA,235,265.75,296.916666666667,344.916666666667,335,324.416666666667,302.5,307.333333333333,284.916666666667,277.615384615385,270,271,277.833333333333,299.166666666667,318.8,4.09
"121","10310",25003,53463275.0024921,"Richmond",104.111111111111,103,106.833333333333,116.333333333333,134.666666666667,155.083333333333,173.583333333333,197.916666666667,219,261.166666666667,289.5,292.583333333333,275.666666666667,265.833333333333,252.75,244.833333333333,238.846153846154,245.5,256.666666666667,268.583333333333,284.75,308.4,4.68
"258","11693",11052,3497515.7797433,"Kings",NA,NA,NA,NA,NA,NA,NA,225.5,242.916666666667,261.75,311.333333333333,310.916666666667,303.75,314,298.583333333333,252.75,253.461538461538,279.333333333333,263.666666666667,259.916666666667,275.333333333333,307.4,31.6
"203","11249",28481,17772206.1701202,"Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.857142857143,638.5,662.230769230769,778.75,950.083333333333,1022.58333333333,1108.66666666667,1121.2,16.03
"81","10162",0,21034.88691763,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"69","10119",0,126392.97354801,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
